Source,Kategori,Nama Produk,Extracted,text_cleaned,text_stopwords_removed,clean_text,token_awal,token_akhir,reduksi,persen_%
Shopee,Aksesoris,Display Bantal Dudukan Gelang Bantalan untuk Peraga Perhiasan Jewelry Toko Emas Berlian Murah,bantal dudukan gelang,display bantal dudukan gelang bantalan untuk peraga perhiasan jewelry toko emas berlian murah,display bantal dudukan gelang bantalan peraga perhiasan jewelry emas berlian,display bantal duduk gelang bantal aga hias jewelry emas berlian,13.0,10.0,3.0,23.1
Shopee,Aksesoris,stelan pramuka cowok cewek sd-smp,stelan pramuka,stelan pramuka cowok cewek sdsmp,stelan pramuka sdsmp,stelan pramuka sdsmp,5.0,3.0,2.0,40.0
Shopee,Aksesoris,(Hampers Idul Fitri) giftbox hijab pasmina wanita free ucapan lebaran,giftbox hijab,hampers idul fitri giftbox hijab pasmina wanita free ucapan lebaran,hampers idul giftbox hijab pasmina ucapan lebaran,hampers idul giftbox hijab pasmina ucap lebaran,10.0,7.0,3.0,30.0
Shopee,Aksesoris,set lengkap gelang rantai kalung bunga kloper bahan titanium anti karat,gelang rantai,set lengkap gelang rantai kalung bunga kloper bahan titanium anti karat,gelang rantai kalung bunga kloper titanium anti karat,gelang rantai kalung bunga kloper titanium anti karat,11.0,8.0,3.0,27.3
Shopee,Aksesoris,Set Perhiasan Tembaga Cople Liontin Angur Terbaru,liontin angur,set perhiasan tembaga cople liontin angur terbaru,perhiasan tembaga cople liontin angur,hias tembaga cople liontin angur,7.0,5.0,2.0,28.6
Shopee,Aksesoris,RS 4 cm Replika 1 Set Perhiasan Mini Akrilik Cermin Emas / Perak / Dekorasi / Mahar / Seserahan,perhiasan akrilik,rs cm replika set perhiasan mini akrilik cermin emas perak dekorasi mahar seserahan,rs replika perhiasan akrilik cermin emas perak dekorasi mahar seserahan,rs replika hias akrilik cermin emas perak dekorasi mahar serah,19.0,10.0,9.0,47.4
Shopee,Aksesoris,Aksesoris Anak Cowok Cewek Link 90k-250k + Admin,aksesoris anak,aksesoris anak cowok cewek link kk admin,aksesoris link kk admin,aksesoris link kk admin,8.0,4.0,4.0,50.0
Shopee,Aksesoris,FYC [Punya Dania] Yessica’s Base Make Up & Yessica's Waterproof Foundation,yessica's foundation,fyc punya dania yessica’s base make up yessicas waterproof foundation,fyc dania yessica’s base make up yessicas waterproof foundation,fyc dania yessica s base make up yessicas waterproof foundation,11.0,10.0,1.0,9.1
Shopee,Aksesoris,HYL JEWELRY 5pcs Kalung Titaniun set anting Couple gelang cincin fashion Hadiah ulang tahun berlapis emas Set Perhiasan 18K,kalung,hyl jewelry pcs kalung titaniun set anting couple gelang cincin fashion hadiah ulang tahun berlapis emas set perhiasan k,hyl jewelry kalung titaniun anting couple gelang cincin hadiah ulang berlapis emas perhiasan,hyl jewelry kalung titaniun anting couple gelang cincin hadiah ulang lap emas hias,19.0,13.0,6.0,31.6
Shopee,Aksesoris,Satu Set Mahkota + Gelang + Kalung Hawai Lei Garland,mahkota,satu set mahkota gelang kalung hawai lei garland,mahkota gelang kalung hawai lei garland,mahkota gelang kalung hawa lei garland,10.0,6.0,4.0,40.0
Shopee,Aksesoris,Set Perhiasan Anak Cantik Dan Lucu Komplit Imitasi Motif Hello Kitty Permata Kepala 3,perhiasan hello kitty,set perhiasan anak cantik dan lucu komplit imitasi motif hello kitty permata kepala,perhiasan imitasi hello kitty permata kepala,hias imitasi hello kitty permata kepala,14.0,6.0,8.0,57.1
Shopee,Aksesoris,Replika Akrilik Perhiasan Emas 1 Set Cincin Kalung Gelang Anting,cincin perhiasan emas,replika akrilik perhiasan emas set cincin kalung gelang anting,replika akrilik perhiasan emas cincin kalung gelang anting,replika akrilik hias emas cincin kalung gelang anting,10.0,8.0,2.0,20.0
Shopee,Aksesoris,Tiket Gelang LMO/ Wahana/Konser/Wisata Anti Air,gelang anti air,tiket gelang lmo wahanakonserwisata anti air,tiket gelang lmo wahanakonserwisata anti air,tiket gelang lmo wahanakonserwisata anti air,6.0,6.0,0.0,0.0
Shopee,Aksesoris,BED/BADGE/BET REGU BORDIR PAKETAN (BET + BENDERA) BUNGA,bendera,bedbadgebet regu bordir paketan bet bendera bunga,bedbadgebet regu bordir paketan bet bendera bunga,bedbadgebet regu bordir paket bet bendera bunga,8.0,7.0,1.0,12.5
Shopee,Aksesoris,Evolet dek pangkat paskibra paskibraka bahan fiber lapis resin (perpasang),paskibraka,evolet dek pangkat paskibra paskibraka bahan fiber lapis resin perpasang,evolet dek pangkat paskibra paskibraka fiber lapis resin perpasang,evolet dek pangkat paskibra paskibraka fiber lapis resin pasang,10.0,9.0,1.0,10.0
Shopee,Aksesoris,YADORNOS Set Kalung Wanita - Gaya Twist Wrap - Kalung Zirkon Berkualitas Tinggi - Anting Drop Cantik - Set Kalung dan Anting Berlian Kristal Penuh Berkilau,kalung,yadornos set kalung wanita gaya twist wrap kalung zirkon berkualitas tinggi anting drop cantik set kalung dan anting berlian kristal penuh berkilau,yadornos kalung twist wrap kalung zirkon anting drop kalung anting berlian kristal berkilau,yadornos kalung twist wrap kalung zirkon anting drop kalung anting berlian kristal kilau,26.0,13.0,13.0,50.0
Shopee,Aksesoris,Tanjak sultan Polos (Bahan songket),baju tanjak,tanjak sultan polos bahan songket,tanjak sultan songket,tanjak sultan songket,5.0,3.0,2.0,40.0
Shopee,Aksesoris,"set perhiasan wanita dewasa, love 45, set perhiasan titanium asli anti luntur anti karat,1 set perhiasan lengkap kalung gelang cincin anting,perhiasan wanita import",perhiasan wanita,set perhiasan wanita dewasa love set perhiasan titanium asli anti luntur anti karat set perhiasan lengkap kalung gelang cincin antingperhiasan wanita import,perhiasan love perhiasan titanium anti luntur anti karat perhiasan kalung gelang cincin antingperhiasan,hias love hias titanium anti luntur anti karat hias kalung gelang cincin antingperhiasan,23.0,13.0,10.0,43.5
Shopee,Aksesoris,Set perhiasan Lengkap Motiv Love ANTI KARAT,cincin love,set perhiasan lengkap motiv love anti karat,perhiasan motiv love anti karat,hias motiv love anti karat,7.0,5.0,2.0,28.6
Shopee,Aksesoris,Set Perhiasan Komplit Anak Dan Remaja Model CN Permata Imitasi Dan Perak,perhiasan anak,set perhiasan komplit anak dan remaja model cn permata imitasi dan perak,perhiasan cn permata imitasi perak,hias cn permata imitasi perak,12.0,5.0,7.0,58.3
Shopee,Aksesoris,Hyl Jewelry 5pcs Kalung Set Anak Titanium Anti Karat Asli Perak Set Anting-Anting Berlapis Emas Couple Gelang Gadis Lucu Minnie Hadiah Ulang Tahun Set Perhiasan 35s,kalung anak,hyl jewelry pcs kalung set anak titanium anti karat asli perak set antinganting berlapis emas couple gelang gadis lucu minnie hadiah ulang tahun set perhiasan s,hyl jewelry kalung titanium anti karat perak antinganting berlapis emas couple gelang gadis minnie hadiah ulang perhiasan,hyl jewelry kalung titanium anti karat perak antinganting lap emas couple gelang gadis minnie hadiah ulang hias,26.0,17.0,9.0,34.6
Shopee,Aksesoris,LABEL LOGAM ALLOY - FREE desain,label logam,label logam alloy free desain,label logam alloy desain,label logam alloy desain,6.0,4.0,2.0,33.3
Shopee,Aksesoris,perhiasan wanita satu set perhiasan wanita komplit kalung gelang anting cincin titanium gold anti karat terlaris terlaris,perhiasan wanita,perhiasan wanita satu set perhiasan wanita komplit kalung gelang anting cincin titanium gold anti karat terlaris terlaris,perhiasan perhiasan kalung gelang anting cincin titanium gold anti karat,hias hias kalung gelang anting cincin titanium gold anti karat,17.0,10.0,7.0,41.2
Shopee,Aksesoris,LM735 【COD】 Set Wanita Anting Kalung Dan Cincin Titanium Modis Berlapis Emas Aksesoris Wanita Berlian Kristal Gelang,kalung,lm 【cod】 set wanita anting kalung dan cincin titanium modis berlapis emas aksesoris wanita berlian kristal gelang,lm 【cod】 anting kalung cincin titanium modis berlapis emas aksesoris berlian kristal gelang,lm cod anting kalung cincin titanium modis lap emas aksesoris berlian kristal gelang,17.0,13.0,4.0,23.5
Shopee,Aksesoris,Paket Pria Premium 10in1 Murah 99RB – Tas + Jam + Topi + Kacamata + Parfum | Bundle Cowok Lengkap,tas pria,paket pria premium in murah rb – tas jam topi kacamata parfum bundle cowok lengkap,in rb tas jam topi kacamata parfum bundle,in rb tas jam topi kacamata parfum bundle,20.0,8.0,12.0,60.0
Shopee,Aksesoris,Set Perhiasan Dewasa Titanium Asli Anti Luntur,gelang titanium,set perhiasan dewasa titanium asli anti luntur,perhiasan titanium anti luntur,hias titanium anti luntur,7.0,4.0,3.0,42.9
Shopee,Aksesoris,(Recomended) Paket Giftbox Hampers Ulang Tahun Pria,paket giftbox ulang tahun pria,recomended paket giftbox hampers ulang tahun pria,recomended giftbox hampers ulang,recomended giftbox hampers ulang,7.0,4.0,3.0,42.9
Shopee,Aksesoris,Mentul Trap Bunga Matahari Gagang Ulir Kembang Goyang Pengantin Cantik,mentul trap bunga matahari,mentul trap bunga matahari gagang ulir kembang goyang pengantin cantik,mentul trap bunga matahari gagang ulir kembang goyang pengantin,mentul trap bunga matahari gagang ulir kembang goyang pengantin,10.0,9.0,1.0,10.0
Shopee,Aksesoris,Yaxiya Bundling Model BTS Aksesoris BNDL01,bts,yaxiya bundling model bts aksesoris bndl,yaxiya bundling bts aksesoris bndl,yaxiya bundling bts aksesoris bndl,6.0,5.0,1.0,16.7
Shopee,Aksesoris,Paket Perlengkapan Pramuka Atribut Pramuka SD SMP SMA Peralatan Siaga Penggalang Penegak Putra Putri,paket pramuka,paket perlengkapan pramuka atribut pramuka sd smp sma peralatan siaga penggalang penegak putra putri,perlengkapan pramuka atribut pramuka sd smp sma peralatan siaga penggalang penegak putra putri,lengkap pramuka atribut pramuka sd smp sma alat siaga galang tegak putra putri,14.0,13.0,1.0,7.1
Shopee,Aksesoris,Gold Emas Aksesoris Resmi Dengan Garansi Penuh,emas aksesoris,gold emas aksesoris resmi dengan garansi penuh,gold emas aksesoris,gold emas aksesoris,7.0,3.0,4.0,57.1
Shopee,Aksesoris,kotak box cincin uk 4×4 dan 4×7 bahan bludru tutup mika,kotak box,kotak box cincin uk × dan × bahan bludru tutup mika,cincin uk bludru tutup mika,cincin uk bludru tutup mika,11.0,5.0,6.0,54.5
Shopee,Aksesoris,Set Perhiasan Anak Kupu-Kupu Titanium Xuping,perhiasan kupu-kupu,set perhiasan anak kupukupu titanium xuping,perhiasan kupukupu titanium xuping,hias kupukupu titanium xuping,6.0,4.0,2.0,33.3
Shopee,Aksesoris,"set perhiasan wanita dewasa cantik 03,perhiasan xuping terbaru,set perhiasan wanita 1 set lengkap,perhiasan lapis emas xuping","- set perhiasan wanita
 - xuping
 - perhiasan wan",set perhiasan wanita dewasa cantik perhiasan xuping terbaruset perhiasan wanita set lengkapperhiasan lapis emas xuping,perhiasan perhiasan xuping terbaruset perhiasan lengkapperhiasan lapis emas xuping,hias hias xuping terbaruset hias lengkapperhiasan lapis emas xuping,16.0,9.0,7.0,43.8
Shopee,Aksesoris,"Stopper Tali Jaket/Tas 2,3 Cm Minimal 10 Pcs",stopper tali,stopper tali jakettas cm minimal pcs,stopper tali jakettas,stopper tali jakettas,8.0,3.0,5.0,62.5
Shopee,Aksesoris,"perhiasan india mathapati india, Kalung set / bridal set / kalung india / perhiasan india / kalung",kalung,perhiasan india mathapati india kalung set bridal set kalung india perhiasan india kalung,perhiasan india mathapati india kalung bridal kalung india perhiasan india kalung,hias india mathapati india kalung bridal kalung india hias india kalung,17.0,11.0,6.0,35.3
Shopee,Aksesoris,Set Perhiasan Pengantin Pernikahan Anting Kalung Berlian Imitasi,anting berlian,set perhiasan pengantin pernikahan anting kalung berlian imitasi,perhiasan pengantin pernikahan anting kalung berlian imitasi,hias pengantin nikah anting kalung berlian imitasi,8.0,7.0,1.0,12.5
Shopee,Aksesoris,Ring kacu hasduk dasi pramuka bahan kalep kupingan bijian,ring kacu,ring kacu hasduk dasi pramuka bahan kalep kupingan bijian,ring kacu hasduk dasi pramuka kalep kupingan bijian,ring kacu hasduk dasi pramuka kalep kuping biji,9.0,8.0,1.0,11.1
Shopee,Aksesoris,Set Perhiasan Anak Perempuan Love Terlaris Xuping Titanium Fashion Model Korea Perhiasan Bahan Koin Lama,perhiasan xuping,set perhiasan anak perempuan love terlaris xuping titanium fashion model korea perhiasan bahan koin lama,perhiasan love xuping titanium korea perhiasan koin,hias love xuping titanium korea hias koin,15.0,7.0,8.0,53.3
Shopee,Aksesoris,Kalung Gelang Paket Gold Telaris Aksesoris Cantik,gelang,kalung gelang paket gold telaris aksesoris cantik,kalung gelang gold telaris aksesoris,kalung gelang gold tar aksesoris,7.0,5.0,2.0,28.6
Shopee,Aksesoris,Full Set Kalung Dan Gelang Kesehatan model AZHIKRA Original 100% Ada Kotak Dan Sertifikat,kalung,full set kalung dan gelang kesehatan model azhikra original ada kotak dan sertifikat,kalung gelang kesehatan azhikra sertifikat,kalung gelang sehat azhikra sertifikat,14.0,5.0,9.0,64.3
Shopee,Aksesoris,HYL JEWELRY 5pcs Kalung Titanium Set Anak Titanium Anti Karat Asli Perak Set Anting-Anting Berlapis Emas Couple Gelang Gadis Lucu Hello Kitty Hadiah Ulang Tahun Set Perhiasan 18K 20s,kalung titanium,hyl jewelry pcs kalung titanium set anak titanium anti karat asli perak set antinganting berlapis emas couple gelang gadis lucu hello kitty hadiah ulang tahun set perhiasan k s,hyl jewelry kalung titanium titanium anti karat perak antinganting berlapis emas couple gelang gadis hello kitty hadiah ulang perhiasan,hyl jewelry kalung titanium titanium anti karat perak antinganting lap emas couple gelang gadis hello kitty hadiah ulang hias,29.0,19.0,10.0,34.5
Shopee,Aksesoris,"""{MO}"" Kalung Anting Set Fashion Wanita Korea Aksesoris",kalung anting,mo kalung anting set fashion wanita korea aksesoris,mo kalung anting korea aksesoris,mo kalung anting korea aksesoris,8.0,5.0,3.0,37.5
Shopee,Aksesoris,"Tali korea waterproof 1mm 1,5 mm 2mm buat kerajinan gelang kalung wax cord 1.5mm no.16-30",tali korea,tali korea waterproof mm mm mm buat kerajinan gelang kalung wax cord mm no,tali korea waterproof kerajinan gelang kalung wax cord no,tali korea waterproof rajin gelang kalung wax cord no,15.0,9.0,6.0,40.0
Shopee,Aksesoris,Label Akrilik Gold/ Bening /Silver,label akrilik,label akrilik gold bening silver,label akrilik gold bening silver,label akrilik gold bening silver,5.0,5.0,0.0,0.0
Shopee,Aksesoris,Plastik Baba Parfume Indonesia,parfume,plastik baba parfume indonesia,plastik baba parfume indonesia,plastik baba parfume indonesia,4.0,4.0,0.0,0.0
Shopee,Aksesoris,Tabung Wisuda Beludru Pita Satin Berlis,tabung wisuda,tabung wisuda beludru pita satin berlis,tabung wisuda beludru pita satin berlis,tabung wisuda beludru pita satin lis,6.0,6.0,0.0,0.0
Shopee,Aksesoris,LINK CO (1KG) 30K - 100K,kopi,link co kg k k,link co,link co,6.0,2.0,4.0,66.7
Shopee,Aksesoris,[NOIN] Set Perhiasan Anak Lapis Emas - Perhiasan Anak SPA01,perhiasan anak,noin set perhiasan anak lapis emas perhiasan anak spa,noin perhiasan lapis emas perhiasan spa,noin hias lapis emas hias spa,10.0,6.0,4.0,40.0
Shopee,Aksesoris,MINIMAL ORDER 10RB - MK151 - Manik Set Bunga Tulip - 1 set,manik bunga tulip,minimal order rb mk manik set bunga tulip set,order rb mk manik bunga tulip,order rb mk manik bunga tulip,13.0,6.0,7.0,53.8
Shopee,Aksesoris,[HAMPERS HIJAB POLOS BELLA SQUARE] GIFT BOX GRADUATION/ BIRTHDAY/ ANNIVERSARY/ EID MUBARAK / KADO ULANG TAHUN/ WISUDA/ GIFT BOX CEWEK/ KADO TERMURAH,hampers hijab,hampers hijab polos bella square gift box graduation birthday anniversary eid mubarak kado ulang tahun wisuda gift box cewek kado termurah,hampers hijab bella square gift graduation birthday anniversary eid kado ulang wisuda gift kado,hampers hijab bella square gift graduation birthday anniversary eid kado ulang wisuda gift kado,22.0,14.0,8.0,36.4
Shopee,Aksesoris,SET KALUNG TITANIUM BUNGA HITAM 5 GRIGI BOLAK BALIK ANTI LUNTUR & ANTI KARAT (COD),kalung titanium,set kalung titanium bunga hitam grigi bolak balik anti luntur anti karat cod,kalung titanium bunga grigi bolak anti luntur anti karat,kalung titanium bunga grigi bolak anti luntur anti karat,15.0,9.0,6.0,40.0
Shopee,Aksesoris,satu set perhiasan motif bulat perhiasan wanita fashion titanium gold aksesoris fashion,perhiasan motif bulat,satu set perhiasan motif bulat perhiasan wanita fashion titanium gold aksesoris fashion,perhiasan perhiasan titanium gold aksesoris,hias hias titanium gold aksesoris,12.0,5.0,7.0,58.3
Shopee,Aksesoris,TALI PLUIT PRAMUKA + PLUIT / Tali Pramuka plus pluit 1 pcs,tali pramuka,tali pluit pramuka pluit tali pramuka plus pluit pcs,tali pluit pramuka pluit tali pramuka pluit,tali pluit pramuka pluit tali pramuka pluit,12.0,7.0,5.0,41.7
Shopee,Aksesoris,Lavlee - G210 Gantungan BTS / Gantungan Kunci Lucu / K-POP / Gantungan Kunci,gantungan kunci,lavlee g gantungan bts gantungan kunci lucu kpop gantungan kunci,lavlee gantungan bts gantungan kunci kpop gantungan kunci,lavlee gantung bts gantung kunci kpop gantung kunci,14.0,8.0,6.0,42.9
Shopee,Aksesoris,2x6 woven damask / woven bordir / label jahit / label baju / label murah,label baju,x woven damask woven bordir label jahit label baju label murah,woven damask woven bordir label jahit label baju label,woven damask woven bordir label jahit label baju label,15.0,9.0,6.0,40.0
Shopee,Aksesoris,ECINOS - Ecinos Gift Products,ecinos gift,ecinos ecinos gift products,ecinos ecinos gift products,ecinos ecinos gift products,5.0,4.0,1.0,20.0
Shopee,Aksesoris,"promo.....full set perhiasan EMAS MUDA kadar 17,7 MODEL KALUNG ITALI ada SURAT TOKO",kalung emas,promofull set perhiasan emas muda kadar model kalung itali ada surat toko,promofull perhiasan emas kadar kalung itali surat,promofull hias emas kadar kalung itali surat,13.0,7.0,6.0,46.2
Shopee,Aksesoris,Set Perhiasan Xuping Anak 1109A Original Berkualitas,xuping,set perhiasan xuping anak a original berkualitas,perhiasan xuping,hias xuping,7.0,2.0,5.0,71.4
Shopee,Aksesoris,SIGER CIKI CABANG 3 TRAP / SIGER SUNDA BEST SELLER,siger,siger ciki cabang trap siger sunda best seller,siger ciki cabang trap siger sunda,siger cik cabang trap siger sunda,10.0,6.0,4.0,40.0
Shopee,Aksesoris,Termurah Set Aksesoris Wanita Emas Premium Anti Alergi,aksesoris emas,termurah set aksesoris wanita emas premium anti alergi,aksesoris emas anti alergi,aksesoris emas anti alergi,8.0,4.0,4.0,50.0
Shopee,Aksesoris,Siger Putiksari Batu Tanam Mewah Mahkota Kokoh,topsari batu,siger putiksari batu tanam mewah mahkota kokoh,siger putiksari batu tanam mahkota,siger putiksari batu tanam mahkota,7.0,5.0,2.0,28.6
Shopee,Aksesoris,HYL JEWELRY 5pcs Kalung Titanium Set Anak Titanium Anti Karat Asli Perak Cherry Kalung Set Anting Berlapis Emas Couple Gelang Gadis Hadiah Ulang Tahun Lucu Set Perhiasan 18k 05s,kalung titanium,hyl jewelry pcs kalung titanium set anak titanium anti karat asli perak cherry kalung set anting berlapis emas couple gelang gadis hadiah ulang tahun lucu set perhiasan k s,hyl jewelry kalung titanium titanium anti karat perak cherry kalung anting berlapis emas couple gelang gadis hadiah ulang perhiasan,hyl jewelry kalung titanium titanium anti karat perak cherry kalung anting lap emas couple gelang gadis hadiah ulang hias,29.0,19.0,10.0,34.5
Shopee,Aksesoris,Atribut Paskibra LENGKAP Perlengkapan Paskib Peci Paskibra Pin Garuda Ping merah Putih Evolet Paskibra,paskibra,atribut paskibra lengkap perlengkapan paskib peci paskibra pin garuda ping merah putih evolet paskibra,atribut paskibra perlengkapan paskib peci paskibra pin garuda ping evolet paskibra,atribut paskibra lengkap paskib peci paskibra pin garuda ping evolet paskibra,14.0,11.0,3.0,21.4
Shopee,Aksesoris,Mika Card Xuping Perhiasan,mika card,mika card xuping perhiasan,mika card xuping perhiasan,mika card xuping hias,4.0,4.0,0.0,0.0
Shopee,Aksesoris,(HEMAT MANIS) PAKET HAMPERS ULANG TAHUN CEWEK GIFT BOX WISUDA MINI jam tangan rantai pasir hitam parfum original eau de parfume buket bunga mini free kartu ucapan,jam tangan,hemat manis paket hampers ulang tahun cewek gift box wisuda mini jam tangan rantai pasir hitam parfum original eau de parfume buket bunga mini free kartu ucapan,hampers ulang gift wisuda jam tangan rantai parfum eau de parfume buket bunga kartu ucapan,hampers ulang gift wisuda jam tangan rantai parfum eau de parfume buket bunga kartu ucap,27.0,15.0,12.0,44.4
Shopee,Aksesoris,satu set perhiasan wanita motif mata satu gold titanium paket aksesoris fashion,gelang mata,satu set perhiasan wanita motif mata satu gold titanium paket aksesoris fashion,perhiasan mata gold titanium aksesoris,hias mata gold titanium aksesoris,12.0,5.0,7.0,58.3
Shopee,Aksesoris,FYgalery ACC124 Jepit Rambut Mutiara Jepitan Perempuan Model Barrette Korea Murah Y1024 Y9008,jepit rambut,fygalery acc jepit rambut mutiara jepitan perempuan model barrette korea murah y y,fygalery acc jepit rambut mutiara jepitan barrette korea,fygalery acc jepit rambut mutiara jepit barrette korea,13.0,8.0,5.0,38.5
Shopee,Aksesoris,Lanme Jewelry Kalung Wanita Korea Liontin Titanium Lapis Emas Permata Gold Kalung Liontin Aksesoris Wanita Fashion Y193,kalung,lanme jewelry kalung wanita korea liontin titanium lapis emas permata gold kalung liontin aksesoris wanita fashion y,lanme jewelry kalung korea liontin titanium lapis emas permata gold kalung liontin aksesoris,lanme jewelry kalung korea liontin titanium lapis emas permata gold kalung liontin aksesoris,17.0,13.0,4.0,23.5
Shopee,Aksesoris,YSJEWELRY Cincin Couple Perak 925 Anti Karat - Batu Permata Besar Cinta Abadi Tunangan Pernikahan Kotak Opsional Tambahan,cincin perak,ysjewelry cincin couple perak anti karat batu permata besar cinta abadi tunangan pernikahan kotak opsional tambahan,ysjewelry cincin couple perak anti karat batu permata cinta tunangan pernikahan tambahan,ysjewelry cincin couple perak anti karat batu permata cinta tunang nikah tambah,18.0,12.0,6.0,33.3
Shopee,Aksesoris,Gelang Titanium Bunga Clover 2 Layer Premium Trending Vintage 151,gelang titanium,gelang titanium bunga clover layer premium trending vintage,gelang titanium bunga clover layer trending vintage,gelang titanium bunga clover layer trending vintage,10.0,7.0,3.0,30.0
Shopee,Aksesoris,[Infinity] Couple Bracelets | 2 Pcs Gelang Persahabatan/ Pasangan Gelang Serut Infinity Gelang,gelang persahabatan,infinity couple bracelets pcs gelang persahabatan pasangan gelang serut infinity gelang,infinity couple bracelets gelang persahabatan pasangan gelang serut infinity gelang,infinity couple bracelets gelang sahabat pasang gelang serut infinity gelang,13.0,10.0,3.0,23.1
Shopee,Aksesoris,Yaxiya Cincin Wanita Motif Fuji Perhiasan Lapis Emas 18K 253,cincin,yaxiya cincin wanita motif fuji perhiasan lapis emas k,yaxiya cincin fuji perhiasan lapis emas,yaxiya cincin fuji hias lapis emas,10.0,6.0,4.0,40.0
Shopee,Aksesoris,Cincin Emas Dainty Heart Gold 10K Semar Nusantara,cincin emas,cincin emas dainty heart gold k semar nusantara,cincin emas dainty heart gold semar nusantara,cincin emas dainty heart gold mar nusantara,8.0,7.0,1.0,12.5
Shopee,Aksesoris,Cincin Mata 7 Putih Emas Muda 1 Gram Ukuran Variatif,cincin mata,cincin mata putih emas muda gram ukuran variatif,cincin mata emas,cincin mata emas,10.0,3.0,7.0,70.0
Shopee,Aksesoris,Anting Kupukupu Anting Panjang Anting Titanium Anting Wanita Anti Karat Anti Luntur Anting Rumbai Anting Korea Style,anting kupukupu,anting kupukupu anting panjang anting titanium anting wanita anti karat anti luntur anting rumbai anting korea style,anting kupukupu anting anting titanium anting anti karat anti luntur anting rumbai anting korea style,anting kupukupu anting anting titanium anting anti karat anti luntur anting rumbai anting korea style,17.0,15.0,2.0,11.8
Shopee,Aksesoris,Spiral Pengecil Ukuran Cincin High Quality Semar Nusantara,cincin spiral,spiral pengecil ukuran cincin high quality semar nusantara,pengecil cincin high quality semar nusantara,kecil cincin high quality mar nusantara,8.0,6.0,2.0,25.0
Shopee,Aksesoris,Gelang Serut Tali Anak Charm Dewasa Liontin Anti Air kawat Kait Waterproof Pengait 3mm,gelang serut,gelang serut tali anak charm dewasa liontin anti air kawat kait waterproof pengait mm,gelang serut tali charm liontin anti air kawat kait waterproof pengait,gelang serut tali charm liontin anti air kawat kait waterproof kait,14.0,11.0,3.0,21.4
Shopee,Aksesoris,Gelang Model Serut Titanium Ukir Nama Custome Arab / Indo Lapis Emas Anti karat / Adjustable Bracelets,gelang serut,gelang model serut titanium ukir nama custome arab indo lapis emas anti karat adjustable bracelets,gelang serut titanium ukir nama custome arab indo lapis emas anti karat adjustable bracelets,gelang serut titanium ukir nama custome arab indo lapis emas anti karat adjustable bracelets,17.0,14.0,3.0,17.6
Shopee,Aksesoris,Cincin Emas List Ring Gold 10K Semar Nusantara,cincin emas,cincin emas list ring gold k semar nusantara,cincin emas list ring gold semar nusantara,cincin emas list ring gold mar nusantara,8.0,7.0,1.0,12.5
Shopee,Aksesoris,Cincin Tali Emas Bola Mrican Gold 10K Semar Nusantara,cincin emas,cincin tali emas bola mrican gold k semar nusantara,cincin tali emas bola mrican gold semar nusantara,cincin tali emas bola mrican gold mar nusantara,9.0,8.0,1.0,11.1
Shopee,Aksesoris,Anting Korea Wanita S925 Silver dengan Zirconia Micro Paving,anting korea,anting korea wanita s silver dengan zirconia micro paving,anting korea silver zirconia micro paving,anting korea silver zirconia micro paving,9.0,6.0,3.0,33.3
Shopee,Aksesoris,Gelang Tali Emas Bola Mrican Gold 10K Semar Nusantara,gelang emas,gelang tali emas bola mrican gold k semar nusantara,gelang tali emas bola mrican gold semar nusantara,gelang tali emas bola mrican gold mar nusantara,9.0,8.0,1.0,11.1
Shopee,Aksesoris,Cincin Emas Black Clover Gold 10K Semar Nusantara,cincin emas,cincin emas black clover gold k semar nusantara,cincin emas black clover gold semar nusantara,cincin emas black clover gold mar nusantara,8.0,7.0,1.0,12.5
Shopee,Aksesoris,ANTING TOGE PERAK 925 LAPIS MAS,toge perak,anting toge perak lapis mas,anting toge perak lapis mas,anting toge perak lapis mas,6.0,5.0,1.0,16.7
Shopee,Aksesoris,Cincin Emas Ceramic Parvana Butterfly Gold 10K Semar Nusantara,cincin emas,cincin emas ceramic parvana butterfly gold k semar nusantara,cincin emas ceramic parvana butterfly gold semar nusantara,cincin emas ceramic parvana butterfly gold mar nusantara,9.0,8.0,1.0,11.1
Shopee,Aksesoris,Anting Tusuk Hoop Earring Bulat Vintage Aksesoris Fashion Wanita,anting,anting tusuk hoop earring bulat vintage aksesoris fashion wanita,anting tusuk hoop earring vintage aksesoris,anting tusuk hoop earring vintage aksesoris,9.0,6.0,3.0,33.3
Shopee,Aksesoris,Yaxiya Cincin Wanita Solitaire Mata Satu Perhiasan Lapis Emas 18K 143,cincin solitaire,yaxiya cincin wanita solitaire mata satu perhiasan lapis emas k,yaxiya cincin solitaire mata perhiasan lapis emas,yaxiya cincin solitaire mata hias lapis emas,11.0,7.0,4.0,36.4
Shopee,Aksesoris,gelang,gelang,gelang,gelang,gelang,1.0,1.0,0.0,0.0
Shopee,Aksesoris,Gelang Emas Black And White Clover Gold 10K Semar Nusantara,gelang emas,gelang emas black and white clover gold k semar nusantara,gelang emas black and white clover gold semar nusantara,gelang emas black and white clover gold mar nusantara,10.0,9.0,1.0,10.0
Shopee,Aksesoris,Bros Pin Model Ring Cincin untuk Hijab Jilbab Fashion Modern,cincin,bros pin model ring cincin untuk hijab jilbab fashion modern,bros pin ring cincin hijab jilbab,bros pin ring cincin hijab jilbab,10.0,6.0,4.0,40.0
