Nama Produk,label,text_cleaned,text_stopwords_removed,clean_text,token_awal,token_akhir,reduksi,persen_%
Hanasui Mattedorable Lip Cream - Velvet Matte Finish Melembabkan Ringan Tahan Lama Pigmented Olive Oil Vitamin E,Entertainment,hanasui mattedorable lip cream velvet matte finish melembabkan ringan tahan lama pigmented olive oil vitamin e,hanasui mattedorable lip cream velvet matte finish melembabkan tahan pigmented olive oil vitamin,hanasui mattedorable lip cream velvet matte finish melembabkan tahan pigmented olive oil vitamin,17.0,13.0,4.0,23.5
Implora Intense Matte Lipstick - Long Lasting Finish,Entertainment,implora intense matte lipstick long lasting finish,implora intense matte lipstick long lasting finish,implora intense matte lipstick long lasting finish,8.0,7.0,1.0,12.5
[SPECIAL CHARM] BNB barenbliss Lily Makes Luminous Glow Tint 2.5 g Liptint Ombre Glossy Melembapkan Anti Kering 8 Moisturizing Agents Vitamin E Hydrating Stain Ringan Alami & Kilau Tahan Lama 12 Jam Waterproof Transferproof LipstickLipgloss Lip Matte,Entertainment,special charm bnb barenbliss lily makes luminous glow tint g liptint ombre glossy melembapkan anti kering moisturizing agents vitamin e hydrating stain ringan alami kilau tahan lama jam waterproof transferproof lipsticklipgloss lip matte,special charm bnb barenbliss lily makes luminous glow tint liptint ombre glossy melembapkan anti moisturizing agents vitamin hydrating stain kilau tahan jam waterproof transferproof lipsticklipgloss lip matte,special charm bnb barenbliss lily makes luminous glow tint liptint ombre glossy lembap anti moisturizing agents vitamin hydrating stain kilau tahan jam waterproof transferproof lipsticklipgloss lip matte,37.0,27.0,10.0,27.0
Lacikosme Lipstik Jupon Mini Tahan Lama,Entertainment,lacikosme lipstik jupon mini tahan lama,lacikosme lipstik jupon tahan,lacikosme lipstik jupon tahan,6.0,4.0,2.0,33.3
[READY 1-14] Wardah Colorfit Velvet Matte Lip Mousse LipCream | TnT Beauty Shop,Entertainment,ready wardah colorfit velvet matte lip mousse lipcream tnt beauty shop,wardah colorfit velvet matte lip mousse lipcream tnt beauty,wardah colorfit velvet matte lip mousse lipcream tnt beauty,13.0,9.0,4.0,30.8
* NCC * Implora Lip Cream Matte Urban Lipcream Lipstik Make Up Bibir,Entertainment,ncc implora lip cream matte urban lipcream lipstik make up bibir,ncc implora lip cream matte urban lipcream lipstik make up bibir,ncc implora lip cream matte urban lipcream lipstik make up bibir,13.0,11.0,2.0,15.4
❤ BELIA ❤ EMINA Glossy Stain 3g | Lip tint gel finishing glossy,Entertainment,❤ belia ❤ emina glossy stain g lip tint gel finishing glossy,emina glossy stain lip tint gel finishing glossy,emina glossy stain lip tint gel finishing glossy,13.0,8.0,5.0,38.5
Implora Lip Matte Cream,Entertainment,implora lip matte cream,implora lip matte cream,implora lip matte cream,4.0,4.0,0.0,0.0
"OMG - NBEP LIP CREAM 18 SHADES - Warna Intense, Tahan Lama, Ringan",Entertainment,omg nbep lip cream shades warna intense tahan lama ringan,omg nbep lip cream shades intense tahan,omg nbep lip cream shades intense tahan,13.0,7.0,6.0,46.2
[SPECIAL MASTERSHADE] MAKE OVER Color Hypnose Creamy Lipmatte 4.3 g - Lipstick,Entertainment,special mastershade make over color hypnose creamy lipmatte g lipstick,special mastershade make over color hypnose creamy lipmatte lipstick,special mastershade make over color hypnose creamy lipmatte lipstick,12.0,9.0,3.0,25.0
PINKFLASH 2 IN 1 Lipstick Dual-ended Liquid Matte DoubleSense Lipstick Lipstick 16H Lasting Matte & Glossy Lipstick Transferproof Waterproof Intense Coverage Lightweight Non-sticky Lip Tint,Entertainment,pinkflash in lipstick dualended liquid matte doublesense lipstick lipstick h lasting matte glossy lipstick transferproof waterproof intense coverage lightweight nonsticky lip tint,pinkflash in lipstick dualended liquid matte doublesense lipstick lipstick lasting matte glossy lipstick transferproof waterproof intense coverage lightweight nonsticky lip tint,pinkflash in lipstick dualended liquid matte doublesense lipstick lipstick lasting matte glossy lipstick transferproof waterproof intense coverage lightweight nonsticky lip tint,25.0,21.0,4.0,16.0
IMPLORA Lip cream Matte implora urban / valvet IMPLORA Urban Lip Cream Matte Velvet ( lipcream Lipstick Lipstik ),Entertainment,implora lip cream matte implora urban valvet implora urban lip cream matte velvet lipcream lipstick lipstik,implora lip cream matte implora urban valvet implora urban lip cream matte velvet lipcream lipstick lipstik,implora lip cream matte implora urban valvet implora urban lip cream matte velvet lipcream lipstick lipstik,19.0,16.0,3.0,15.8
Implora Intense Matte Lipstick Original Bpom,Entertainment,implora intense matte lipstick original bpom,implora intense matte lipstick bpom,implora intense matte lipstick bpom,6.0,5.0,1.0,16.7
MAKE OVER Cliquematte Lip Stylo 2 g - Lipstick Matte,Entertainment,make over cliquematte lip stylo g lipstick matte,make over cliquematte lip stylo lipstick matte,make over cliquematte lip stylo lipstick matte,10.0,7.0,3.0,30.0
Hanasui Mattedorable Lip Cream / Lip Cream Hanasui / Hanasui Lipcream / Lipstick Hanasui / Hanasui,Entertainment,hanasui mattedorable lip cream lip cream hanasui hanasui lipcream lipstick hanasui hanasui,hanasui mattedorable lip cream lip cream hanasui hanasui lipcream lipstick hanasui hanasui,hanasui mattedorable lip cream lip cream hanasui hanasui lipcream lipstick hanasui hanasui,16.0,12.0,4.0,25.0
Purbasari Lipstick Color Matte Tahan Lama Dan Lembut,Entertainment,purbasari lipstick color matte tahan lama dan lembut,purbasari lipstick color matte tahan,purbasari lipstick color matte tahan,8.0,5.0,3.0,37.5
❤ BELIA ❤ Implora (✔️BPOM) Intense Matte Lipstick Long Lasting Finish | lipstik mate implora,Entertainment,❤ belia ❤ implora ✔️bpom intense matte lipstick long lasting finish lipstik mate implora,implora ✔️bpom intense matte lipstick long lasting finish lipstik mate implora,implora bpom intense matte lipstick long lasting finish lipstik mate implora,15.0,11.0,4.0,26.7
NEW PACK - Tavi Color Tint 9 g - Serum-Infused 3-in-1 Color Tint for Soft Blurry Soft-Matte Lips - Lip Pump Blush On Liquid Blush - Base Ombre - Bibir Gelap - Pigmented Ringan Tahan Lama untuk Kulit Sawo Matang Kuning Langsat,Entertainment,new pack tavi color tint g seruminfused in color tint for soft blurry softmatte lips lip pump blush on liquid blush base ombre bibir gelap pigmented ringan tahan lama untuk kulit sawo matang kuning langsat,tavi color tint seruminfused in color tint for soft blurry softmatte lips lip pump blush on liquid blush base ombre bibir gelap pigmented tahan kulit sawo langsat,tavi color tint seruminfused in color tint for soft blurry softmatte lips lip pump blush on liquid blush base ombre bibir gelap pigmented tahan kulit sawo langsat,42.0,27.0,15.0,35.7
URBAN LIP CREAM MATTE IMPLORA,Entertainment,urban lip cream matte implora,urban lip cream matte implora,urban lip cream matte implora,5.0,5.0,0.0,0.0
Implora Lipcream Matte Original BPOM & Lipcream Implora Velvet,Entertainment,implora lipcream matte original bpom lipcream implora velvet,implora lipcream matte bpom lipcream implora velvet,implora lipcream matte bpom lipcream implora velvet,9.0,7.0,2.0,22.2
Wardah Colorfit Ultralight Matte Lipstick | TnT Beauty Shop,Entertainment,wardah colorfit ultralight matte lipstick tnt beauty shop,wardah colorfit ultralight matte lipstick tnt beauty,wardah colorfit ultralight matte lipstick tnt beauty,9.0,7.0,2.0,22.2
Lipcream Velvet Implora Original Bpom Implora Lipcream Matte Urban & New Velvet,Entertainment,lipcream velvet implora original bpom implora lipcream matte urban new velvet,lipcream velvet implora bpom implora lipcream matte urban velvet,lipcream velvet implora bpom implora lipcream matte urban velvet,12.0,9.0,3.0,25.0
FLASH SALE! Maybelline VINYL Super Stay Matte Ink Liquid Lipstick Stayink SuperStay Lip Cream,Entertainment,flash sale maybelline vinyl super stay matte ink liquid lipstick stayink superstay lip cream,maybelline vinyl stay matte ink liquid lipstick stayink superstay lip cream,maybelline vinyl stay matte ink liquid lipstick stayink superstay lip cream,14.0,11.0,3.0,21.4
"Viva Cleansing Cream 30 gr, 200 gr, 550 gr Cleansing Balm Deep Cleansing | TnT Beauty Shop",Entertainment,viva cleansing cream gr gr gr cleansing balm deep cleansing tnt beauty shop,viva cleansing cream cleansing balm deep cleansing tnt beauty,viva cleansing cream cleansing balm deep cleansing tnt beauty,17.0,9.0,8.0,47.1
[LENGKAP] Garnier Micellar Cleansing Water 125ml,Entertainment,lengkap garnier micellar cleansing water ml,garnier micellar cleansing water,garnier micellar cleansing water,6.0,4.0,2.0,33.3
"VIVA Air mawar 100 ml , air mawar viva 200 ml , milk cleanser mawar",Entertainment,viva air mawar ml air mawar viva ml milk cleanser mawar,viva air mawar air mawar viva milk cleanser mawar,viva air mawar air mawar viva milk cleanser mawar,15.0,9.0,6.0,40.0
"Garnier Micellar Water Pink 50ML, 125ML, 400ML| Salicylic | Vit C | Rose | Biphase | gdlb01",Entertainment,garnier micellar water pink ml ml ml salicylic vit c rose biphase gdlb,garnier micellar water pink salicylic vit rose biphase gdlb,garnier micellar water pink salicylic vit rose biphase gdlb,17.0,9.0,8.0,47.1
Cleanface Micellar Water 3in1 For Oily Skin 100ml - 250ml - Purbasari | TnT Beauty Shop,Entertainment,cleanface micellar water in for oily skin ml ml purbasari tnt beauty shop,cleanface micellar water in for oily skin purbasari tnt beauty,cleanface micellar water in for oily skin purbasari tnt beauty,16.0,10.0,6.0,37.5
Najmia Ofc Viva Milk Cleanser Dan Face Tonic 100ML Air Mawar All Varian,Entertainment,najmia ofc viva milk cleanser dan face tonic ml air mawar all varian,najmia ofc viva milk cleanser face tonic air mawar varian,najmia ofc viva milk cleanser face tonic air mawar varian,13.0,10.0,3.0,23.1
Garnier Micellar Cleansing Water Untuk Kulit Berminyak,Entertainment,garnier micellar cleansing water untuk kulit berminyak,garnier micellar cleansing water kulit berminyak,garnier micellar cleansing water kulit minyak,7.0,6.0,1.0,14.3
"Viva Cleansing Cream (DEEP CLEANSING) - 30 gr, 200 gr, 550 gr",Entertainment,viva cleansing cream deep cleansing gr gr gr,viva cleansing cream deep cleansing,viva cleansing cream deep cleansing,12.0,5.0,7.0,58.3
PAKET HEMAT Cleansing Water Witch Hazel Makeup Remover 100ml & 200ml Melembabkan dan Menutrisi Kulit Untuk Semua Kulit,Entertainment,paket hemat cleansing water witch hazel makeup remover ml ml melembabkan dan menutrisi kulit untuk semua kulit,cleansing water witch hazel makeup remover melembabkan menutrisi kulit kulit,cleansing water witch hazel makeup remover melembabkan nutrisi kulit kulit,18.0,10.0,8.0,44.4
MURAH - VIVA FACE TONIC & MILK CLEANSER & AIR MAWAR,Entertainment,murah viva face tonic milk cleanser air mawar,viva face tonic milk cleanser air mawar,viva face tonic milk cleanser air mawar,11.0,7.0,4.0,36.4
GLAD2GLOW - CHERRY BLOSSOM BETAINE MICELLAR WATER ( 130 | 300 ml ) - Pembersih Wajah Bright G2G,Entertainment,gladglow cherry blossom betaine micellar water ml pembersih wajah bright gg,gladglow cherry blossom betaine micellar water pembersih wajah bright gg,gladglow cherry blossom betaine micellar water bersih wajah bright gg,18.0,10.0,8.0,44.4
Ovale facial lotion semua ukuran | ovalle face Lotion,Entertainment,ovale facial lotion semua ukuran ovalle face lotion,ovale facial lotion ovalle face lotion,ovale facial lotion ovalle face lotion,9.0,6.0,3.0,33.3
Garnier Micellar Water Biphase Oil Infused,Entertainment,garnier micellar water biphase oil infused,garnier micellar water biphase oil infused,garnier micellar water biphase oil infused,6.0,6.0,0.0,0.0
Wardah Perfect Bright Tone Up Micellar Water Brightening + Refresh / Micellar Water dengan Micelles Pencerah 100ml / 240ml / 400ml (KEMASAN BARU),Entertainment,wardah perfect bright tone up micellar water brightening refresh micellar water dengan micelles pencerah ml ml ml kemasan baru,wardah perfect bright tone up micellar water brightening refresh micellar water micelles pencerah,wardah perfect bright tone up micellar water brightening refresh micellar water micelles cerah,23.0,13.0,10.0,43.5
The Originote Micellar Cleansing Tissue 10 Sheets - Cleansing Tissue Makeup Remover Wipes | Tisu Pembersih Wajah Angkat Makeup Waterproof Sunscreen | Tidak Perih Mata | Travel Friendly Praktis | Makeup Remover,Entertainment,the originote micellar cleansing tissue sheets cleansing tissue makeup remover wipes tisu pembersih wajah angkat makeup waterproof sunscreen tidak perih mata travel friendly praktis makeup remover,the originote micellar cleansing tissue sheets cleansing tissue makeup remover wipes tisu pembersih wajah angkat makeup waterproof sunscreen mata travel friendly makeup remover,the originote micellar cleansing tissue sheets cleansing tissue makeup remover wipes tisu bersih wajah angkat makeup waterproof sunscreen mata travel friendly makeup remover,32.0,23.0,9.0,28.1
Ready orii Glad2Glow Cherry Blossom Micellar Water 300ml Untuk Semua Kulit Lembut cleansing oil Penghapus Makeup Waterproof Hapus Riasan Tahan Air dengan Centella dan Tanpa Iritasi untuk Kulit Sensitif dan Berjerawat g2glow official store,Entertainment,ready orii gladglow cherry blossom micellar water ml untuk semua kulit lembut cleansing oil penghapus makeup waterproof hapus riasan tahan air dengan centella dan tanpa iritasi untuk kulit sensitif dan berjerawat gglow official store,orii gladglow cherry blossom micellar water kulit cleansing oil penghapus makeup waterproof hapus riasan tahan air centella iritasi kulit berjerawat gglow official,orii gladglow cherry blossom micellar water kulit cleansing oil hapus makeup waterproof hapus rias tahan air centella iritasi kulit jerawat gglow official,34.0,22.0,12.0,35.3
~ STARTLUX~ MURAH - VIVA FACE TONIC & MILK CLEANSER & AIR MAWAR,Entertainment,startlux murah viva face tonic milk cleanser air mawar,startlux viva face tonic milk cleanser air mawar,startlux viva face tonic milk cleanser air mawar,13.0,8.0,5.0,38.5
"Ovale Facial Lotion Whitening 200ml, 100ml & 60ml (Anti Acne, Lemon, Bengkoang)",Entertainment,ovale facial lotion whitening ml ml ml anti acne lemon bengkoang,ovale facial lotion whitening anti acne lemon bengkoang,ovale facial lotion whitening anti acne lemon bengkoang,12.0,8.0,4.0,33.3
"[GRATIS HADIAH] [NEW LAUNCH] Madame Gie Necessity Micellar Water 02 300ML- Makeup Remover Cleanse & Calm | Low pH 5,5 | Pembersih Wajah untuk Kulit Berminyak, Berjerawat & Tanpa Tertarik | Acne Safe and Sensitive Skin Friendly | Tanpa Alkohol & Parfum",Entertainment,gratis hadiah new launch madame gie necessity micellar water ml makeup remover cleanse calm low ph pembersih wajah untuk kulit berminyak berjerawat tanpa tertarik acne safe and sensitive skin friendly tanpa alkohol parfum,hadiah launch madame gie necessity micellar water makeup remover cleanse calm low ph pembersih wajah kulit berminyak berjerawat tertarik acne safe and sensitive skin friendly alkohol parfum,hadiah launch madame gie necessity micellar water makeup remover cleanse calm low ph bersih wajah kulit minyak jerawat tarik acne safe and sensitive skin friendly alkohol parfum,42.0,27.0,15.0,35.7
BUNDLING OVALE MICELLAR WATER 100 ML + KAPAS KOTAK 35 GR,Entertainment,bundling ovale micellar water ml kapas kotak gr,bundling ovale micellar water kapas,bundling ovale micellar water kapas,11.0,5.0,6.0,54.5
* FELIZ * GARNIER Micellar Water 125ml,Entertainment,feliz garnier micellar water ml,feliz garnier micellar water,feliz garnier micellar water,7.0,4.0,3.0,42.9
𝐑𝐀𝐃𝐘𝐒𝐀 - Viva Face Tonic & Viva Milk Cleanser 100ml & 200ml,Entertainment,𝐑𝐀𝐃𝐘𝐒𝐀 viva face tonic viva milk cleanser ml ml,𝐑𝐀𝐃𝐘𝐒𝐀 viva face tonic viva milk cleanser,viva face tonic viva milk cleanser,12.0,6.0,6.0,50.0
Wardah Perfect Bright Tone Up Micellar Water - Micellar Water dengan Micelles Pencerah - Make Up Remover Lebih Bersih dan Mencerahkan - Untuk Semua Jenis Kulit - Skincare,Entertainment,wardah perfect bright tone up micellar water micellar water dengan micelles pencerah make up remover lebih bersih dan mencerahkan untuk semua jenis kulit skincare,wardah perfect bright tone up micellar water micellar water micelles pencerah make up remover mencerahkan jenis kulit skincare,wardah perfect bright tone up micellar water micellar water micelles cerah make up remover cerah jenis kulit skincare,28.0,18.0,10.0,35.7
"NIVEA Micellar Water MicellAir Oil & Acne Care 125ml - Pembersih make up aman untuk kulit berminyak jerawat sensitif oily acne prone skin penghapus riasan wajah double cleansing tanpa alkohol - Magnolia Bark Extract, 0% Alcohol",Entertainment,nivea micellar water micellair oil acne care ml pembersih make up aman untuk kulit berminyak jerawat sensitif oily acne prone skin penghapus riasan wajah double cleansing tanpa alkohol magnolia bark extract alcohol,nivea micellar water micellair oil acne care pembersih make up kulit berminyak jerawat oily acne prone skin penghapus riasan wajah double cleansing alkohol magnolia bark extract alcohol,nivea micellar water micellair oil acne care bersih make up kulit minyak jerawat oily acne prone skin hapus rias wajah double cleansing alkohol magnolia bark extract alcohol,36.0,27.0,9.0,25.0
WARDAH Micellar Water Series,Entertainment,wardah micellar water series,wardah micellar water series,wardah micellar water series,4.0,4.0,0.0,0.0
Facetology Triple Care Hydra Cleanse Micellar Water | Acne Sensitive Skin Tanpa Bilas | TnT Beauty,Entertainment,facetology triple care hydra cleanse micellar water acne sensitive skin tanpa bilas tnt beauty,facetology triple care hydra cleanse micellar water acne sensitive skin bilas tnt beauty,facetology triple care hydra cleanse micellar water acne sensitive skin bilas tnt beauty,16.0,13.0,3.0,18.8
NPURE ACNE POWER CLEAR MICELLAR WATER | Micellar GENTLE & HYDRATE | Micellar No Alcohol / SLS Free | BPOM/ 100ml,Entertainment,npure acne power clear micellar water micellar gentle hydrate micellar no alcohol sls free bpom ml,npure acne power clear micellar water micellar gentle hydrate micellar no alcohol sls bpom,npure acne power clear micellar water micellar gentle hydrate micellar no alcohol sls bpom,21.0,14.0,7.0,33.3
Glad2Glow Micellar Water All Varian,Entertainment,gladglow micellar water all varian,gladglow micellar water varian,gladglow micellar water varian,5.0,4.0,1.0,20.0
( ECER 1 PCS ) Viva Milk Cleanser 200 ML / Face Tonic 200 ML / Air Mawar 200 ML ( Ukuran Besar ) 200ml,Entertainment,ecer pcs viva milk cleanser ml face tonic ml air mawar ml ukuran besar ml,viva milk cleanser face tonic air mawar,viva milk cleanser face tonic air mawar,25.0,7.0,18.0,72.0
Buy1 Get1 - Garnier Micellar Cleansing Water Pink 125ml | TnT Beauty Shop,Entertainment,buy get garnier micellar cleansing water pink ml tnt beauty shop,buy get garnier micellar cleansing water pink tnt beauty,buy get garnier micellar cleansing water pink tnt beauty,13.0,9.0,4.0,30.8
CLEANFACE Micellar Water 3IN1 / Pembersih Wajah / Pembersih Makeup Waterproof 250ml | 100ml,Entertainment,cleanface micellar water in pembersih wajah pembersih makeup waterproof ml ml,cleanface micellar water in pembersih wajah pembersih makeup waterproof,cleanface micellar water in bersih wajah bersih makeup waterproof,14.0,9.0,5.0,35.7
LIVI - Garnier Micellar Cleansing Water Salicylic BHA 125ml,Entertainment,livi garnier micellar cleansing water salicylic bha ml,livi garnier micellar cleansing water salicylic bha,livi garnier micellar cleansing water salicylic bha,9.0,7.0,2.0,22.2
Garnier Micellar Cleansing Water Pink | Blue | Bipase Oil | Vit C | Rose - 50ml & 125mL,Entertainment,garnier micellar cleansing water pink blue bipase oil vit c rose ml ml,garnier micellar cleansing water pink blue bipase oil vit rose,garnier micellar cleansing water pink blue bipase oil vit rose,19.0,10.0,9.0,47.4
[2PCS SAVE MORE]GLAD2GLOW Mugwort Salicylic Acid Acne Clear Micellar Water 300ml For Acne-Prone Skin Dan Oil-Control Hydrating Jerawat Control Membersihkan Makeup Waterproof g2glow official store,Entertainment,pcs save moregladglow mugwort salicylic acid acne clear micellar water ml for acneprone skin dan oilcontrol hydrating jerawat control membersihkan makeup waterproof gglow official store,save moregladglow mugwort salicylic acid acne clear micellar water for acneprone skin oilcontrol hydrating jerawat control membersihkan makeup waterproof gglow official,save moregladglow mugwort salicylic acid acne clear micellar water for acneprone skin oilcontrol hydrating jerawat control bersih makeup waterproof gglow official,25.0,21.0,4.0,16.0
SUMBER AYU | GARNIER MICELLAR CLEANSING WATER 125 ML,Entertainment,sumber ayu garnier micellar cleansing water ml,sumber garnier micellar cleansing water,sumber garnier micellar cleansing water,9.0,5.0,4.0,44.4
Sariayu Cleansing Milk Susu Pembersih (Mawar/Jeruk/Kenanga),Entertainment,sariayu cleansing milk susu pembersih mawarjerukkenanga,sariayu cleansing milk susu pembersih mawarjerukkenanga,sariayu cleansing milk susu bersih mawarjerukkenanga,6.0,6.0,0.0,0.0
Viva Milk Cleanser Susu Pembersih | Viva Face Tonic Penyegar Toner Air Mawar | TnT Beauty Shop,Entertainment,viva milk cleanser susu pembersih viva face tonic penyegar toner air mawar tnt beauty shop,viva milk cleanser susu pembersih viva face tonic penyegar toner air mawar tnt beauty,viva milk cleanser susu bersih viva face tonic segar toner air mawar tnt beauty,17.0,14.0,3.0,17.6
[ BELIA ] FACETOLOGY Triple Care Micellar Water Series | Acne Calm Micellar Water | Hydra Cleanse Micellar Water | Salicylic Acid | Calendula,Entertainment,belia facetology triple care micellar water series acne calm micellar water hydra cleanse micellar water salicylic acid calendula,facetology triple care micellar water series acne calm micellar water hydra cleanse micellar water salicylic acid calendula,facetology triple care micellar water series acne calm micellar water hydra cleanse micellar water salicylic acid calendula,24.0,17.0,7.0,29.2
❤ BELIA ❤ WARDAH Perfect Bright Tone Up Micellar Water 100 ml | Micellar Water dengan Micelles Pencerah | Make Up Remover Lebih Bersih,Entertainment,❤ belia ❤ wardah perfect bright tone up micellar water ml micellar water dengan micelles pencerah make up remover lebih bersih,wardah perfect bright tone up micellar water micellar water micelles pencerah make up remover,wardah perfect bright tone up micellar water micellar water micelles cerah make up remover,24.0,14.0,10.0,41.7
Garnier Micellar Water / Garnier Micellar Pink / Blue / Yellow / Vitamin C / Rose 50ml /125ml / 400ml / EXP 2027 Yuri Kosmetik,Entertainment,garnier micellar water garnier micellar pink blue yellow vitamin c rose ml ml ml exp yuri kosmetik,garnier micellar water garnier micellar pink blue yellow vitamin rose exp yuri kosmetik,garnier micellar water garnier micellar pink blue yellow vitamin rose exp yuri kosmetik,25.0,13.0,12.0,48.0
Najmia - Viva Milk Cleanser Dan Face Tonic 100ML Air Mawar All Varian,Entertainment,najmia viva milk cleanser dan face tonic ml air mawar all varian,najmia viva milk cleanser face tonic air mawar varian,najmia viva milk cleanser face tonic air mawar varian,13.0,9.0,4.0,30.8
Cleanface Micellar Water 3in1 For Normal Skin 250ml / Pembersih Wajah / Pembersih Makeup Waterproof,Entertainment,cleanface micellar water in for normal skin ml pembersih wajah pembersih makeup waterproof,cleanface micellar water in for skin pembersih wajah pembersih makeup waterproof,cleanface micellar water in for skin bersih wajah bersih makeup waterproof,15.0,11.0,4.0,26.7
[Exclusive] Facetology Triple Care Hydra Cleanse Micellar Water 300 ML,Entertainment,exclusive facetology triple care hydra cleanse micellar water ml,exclusive facetology triple care hydra cleanse micellar water,exclusive facetology triple care hydra cleanse micellar water,10.0,8.0,2.0,20.0
Garnier Micellar Rose Water Cleanse & Glow Skin Care 125ml (Make Up Remover Dengan Air Mawar) | Cocok Untuk Kulit Sensitif,Entertainment,garnier micellar rose water cleanse glow skin care ml make up remover dengan air mawar cocok untuk kulit sensitif,garnier micellar rose water cleanse glow skin care make up remover air mawar kulit,garnier micellar rose water cleanse glow skin care make up remover air mawar kulit,21.0,14.0,7.0,33.3
Garnier Micellar Cleansing Water 125ml | 50ml | 400ml | Vitamin C | Pink | Salicylic | Rose | gdlb01,Entertainment,garnier micellar cleansing water ml ml ml vitamin c pink salicylic rose gdlb,garnier micellar cleansing water vitamin pink salicylic rose gdlb,garnier micellar cleansing water vitamin pink salicylic rose gdlb,20.0,9.0,11.0,55.0
"❤ BELIA ❤ NIVEA Micellar Water MicellAir 125 | 200 | Xpert, Eye Remover make Up (✔️BPOM)",Entertainment,❤ belia ❤ nivea micellar water micellair xpert eye remover make up ✔️bpom,nivea micellar water micellair xpert eye remover make up ✔️bpom,nivea micellar water micellair xpert eye remover make up bpom,17.0,10.0,7.0,41.2
Garnier Micellar Cleansing Water - 125 ml | Tnt Beauty Shop,Entertainment,garnier micellar cleansing water ml tnt beauty shop,garnier micellar cleansing water tnt beauty,garnier micellar cleansing water tnt beauty,11.0,6.0,5.0,45.5
"Emina Low pH Micellar Water Complete Series - Kering dan Kusam, Berminyak dan Berjerawat, Kulit Sensitif 125ml & 300ml | Pembersih Wajah Gentle Makeup Remover Double Cleansing Acne Skin Mencerahkan Menghaluskan Brightening Glowing",Entertainment,emina low ph micellar water complete series kering dan kusam berminyak dan berjerawat kulit sensitif ml ml pembersih wajah gentle makeup remover double cleansing acne skin mencerahkan menghaluskan brightening glowing,emina low ph micellar water complete series kusam berminyak berjerawat kulit pembersih wajah gentle makeup remover double cleansing acne skin mencerahkan menghaluskan brightening glowing,emina low ph micellar water complete series kusam minyak jerawat kulit bersih wajah gentle makeup remover double cleansing acne skin cerah halus brightening glowing,33.0,24.0,9.0,27.3
WARDAH Perfect Bright Tone Up Micellar Water 100ml,Entertainment,wardah perfect bright tone up micellar water ml,wardah perfect bright tone up micellar water,wardah perfect bright tone up micellar water,8.0,7.0,1.0,12.5
"[Flash Sale] NEW! OMG OH MY GLOW HydraPower Micellar Water with Niacinamide & Cica - Mencerahkan, Melembabkan, Fresh, Low PH",Entertainment,flash sale new omg oh my glow hydrapower micellar water with niacinamide cica mencerahkan melembabkan fresh low ph,omg oh my glow hydrapower micellar water with niacinamide cica mencerahkan melembabkan fresh low ph,omg oh my glow hydrapower micellar water with niacinamide cica cerah melembabkan fresh low ph,20.0,15.0,5.0,25.0
Garnier Micellar Rose Water Clean & Glow Skin Care - 400 ml (Pembersih Wajah Untuk Kulit Glowing),Entertainment,garnier micellar rose water clean glow skin care ml pembersih wajah untuk kulit glowing,garnier micellar rose water clean glow skin care pembersih wajah kulit glowing,garnier micellar rose water clean glow skin care bersih wajah kulit glowing,17.0,12.0,5.0,29.4
BIOAQUA Micellar Water For All Skin Types Delicate Care Makeup Remover 300ml dan Jumbo Size 1L / 24K Gold Gentle Makeup Remover,Entertainment,bioaqua micellar water for all skin types delicate care makeup remover ml dan jumbo size l k gold gentle makeup remover,bioaqua micellar water for skin types delicate care makeup remover gold gentle makeup remover,bioaqua micellar water for skin types delicate care makeup remover gold gentle makeup remover,22.0,14.0,8.0,36.4
LACIKOSME VIVA FACE TONIC / MILK CLEANSER / AIR MAWAR 100ML 200ML,Entertainment,lacikosme viva face tonic milk cleanser air mawar ml ml,lacikosme viva face tonic milk cleanser air mawar,lacikosme viva face tonic milk cleanser air mawar,12.0,8.0,4.0,33.3
GARNIER MICELLAR CLEANSING WATER - SERIES LENGKAP // JSELECTIV X JHON KOSMETIK // Pembersih Make Up GARNIER - ORI️ BPOM COD,Entertainment,garnier micellar cleansing water series lengkap jselectiv x jhon kosmetik pembersih make up garnier ori️ bpom cod,garnier micellar cleansing water series jselectiv jhon kosmetik pembersih make up garnier ori️ bpom,garnier micellar cleansing water series jselectiv jhon kosmetik bersih make up garnier ori bpom,21.0,14.0,7.0,33.3
[Exclusive] Facetology Triple Care Acne Calm Micellar Water 300 ML,Entertainment,exclusive facetology triple care acne calm micellar water ml,exclusive facetology triple care acne calm micellar water,exclusive facetology triple care acne calm micellar water,10.0,8.0,2.0,20.0
GARNIER Micellar Water Pink Skin Care 125ml Skincare Cleansing - Pembersih Wajah & Make up untuk Kulit Sensitif Micellar Cleansing Water,Entertainment,garnier micellar water pink skin care ml skincare cleansing pembersih wajah make up untuk kulit sensitif micellar cleansing water,garnier micellar water pink skin care skincare cleansing pembersih wajah make up kulit micellar cleansing water,garnier micellar water pink skin care skincare cleansing bersih wajah make up kulit micellar cleansing water,21.0,16.0,5.0,23.8
Viva Air Mawar - Milk Cleanser - Face Tonic [KECIL-100ML],Entertainment,viva air mawar milk cleanser face tonic kecilml,viva air mawar milk cleanser face tonic kecilml,viva air mawar milk cleanser face tonic kecilml,10.0,8.0,2.0,20.0
