Nama Produk,label,text_cleaned,text_stopwords_removed,clean_text,token_awal,token_akhir,reduksi,persen_%
TEATER MACAN (Sandiwara Bahasa Jawa),Entertainment,teater macan sandiwara bahasa jawa,teater macan sandiwara jawa,teater macan sandiwara jawa,5.0,4.0,1.0,20.0
Mahaloka Paradise,Entertainment,mahaloka paradise,mahaloka paradise,mahaloka paradise,2.0,2.0,0.0,0.0
Pendopo R. Sosrojoewono,Entertainment,pendopo r sosrojoewono,pendopo sosrojoewono,pendopo sosrojoewono,3.0,2.0,1.0,33.3
Sanggar Seni DUA ATAP Ngluwar,Entertainment,sanggar seni dua atap ngluwar,sanggar seni atap ngluwar,sanggar seni atap ngluwar,5.0,4.0,1.0,20.0
Museum Alam Marmer Indonesia,Entertainment,museum alam marmer indonesia,museum alam marmer indonesia,museum alam marmer indonesia,4.0,4.0,0.0,0.0
Museum Tosan Aji,Entertainment,museum tosan aji,museum tosan aji,museum tosan aji,3.0,3.0,0.0,0.0
Gedung Pustaka Lowano,Entertainment,gedung pustaka lowano,gedung pustaka lowano,gedung pustaka lowano,3.0,3.0,0.0,0.0
Monumen Perdamaian Dunia,Entertainment,monumen perdamaian dunia,monumen perdamaian dunia,monumen damai dunia,3.0,3.0,0.0,0.0
Wisma Emha,Entertainment,wisma emha,wisma emha,wisma emha,2.0,2.0,0.0,0.0
Bandung Express Purworejo,Entertainment,bandung express purworejo,bandung express purworejo,bandung express purworejo,3.0,3.0,0.0,0.0
Nama Jalan Argoputro,Entertainment,nama jalan argoputro,nama jalan argoputro,nama jalan argoputro,3.0,3.0,0.0,0.0
Place Of Birth ASHRY ROYAN ALIEF,Entertainment,place of birth ashry royan alief,place of birth ashry royan alief,place of birth ashry royan alief,6.0,6.0,0.0,0.0
Hometown Assemble,Entertainment,hometown assemble,hometown assemble,hometown assemble,2.0,2.0,0.0,0.0
Wajan Raksasa,Entertainment,wajan raksasa,wajan raksasa,wajan raksasa,2.0,2.0,0.0,0.0
Art Center Purworejo,Entertainment,art center purworejo,art center purworejo,art center purworejo,3.0,3.0,0.0,0.0
Jembangan Natural Park,Entertainment,jembangan natural park,jembangan park,jembangan park,3.0,2.0,1.0,33.3
Prasasti Waduk Wadaslintang,Entertainment,prasasti waduk wadaslintang,prasasti waduk wadaslintang,prasasti waduk wadaslintang,3.0,3.0,0.0,0.0
Siporong City,Entertainment,siporong city,siporong city,siporong city,2.0,2.0,0.0,0.0
Pesarean Mbah Buyut Klowong,Entertainment,pesarean mbah buyut klowong,pesarean mbah buyut klowong,sarean mbah buyut klowong,4.0,4.0,0.0,0.0
Goa Gunung Pencu,Entertainment,goa gunung pencu,goa gunung pencu,goa gunung pencu,3.0,3.0,0.0,0.0
The Spirit Of Java's,Entertainment,the spirit of javas,the spirit of javas,the spirit of javas,4.0,4.0,0.0,0.0
Rumah crystal kebumen,Entertainment,rumah crystal kebumen,rumah crystal kebumen,rumah crystal kebumen,3.0,3.0,0.0,0.0
Museum Gerabah Kebumen,Entertainment,museum gerabah kebumen,museum gerabah kebumen,museum gerabah kebumen,3.0,3.0,0.0,0.0
Anev Potlot Galery,Entertainment,anev potlot galery,anev potlot galery,anev potlot galery,3.0,3.0,0.0,0.0
PAMOKSAN GAJAH MADA PANJER KEBUMEN,Entertainment,pamoksan gajah mada panjer kebumen,pamoksan gajah mada panjer kebumen,pamoksan gajah mada panjer kebumen,5.0,5.0,0.0,0.0
Kampoeng ETNIK Kebumen,Entertainment,kampoeng etnik kebumen,kampoeng etnik kebumen,kampoeng etnik kebumen,3.0,3.0,0.0,0.0
Soni Gemstone,Entertainment,soni gemstone,soni gemstone,soni gemstone,2.0,2.0,0.0,0.0
Toni stone arts,Entertainment,toni stone arts,toni stone arts,ton stone arts,3.0,3.0,0.0,0.0
Pos Security Rumah Joglo,Entertainment,pos security rumah joglo,pos security rumah joglo,pos security rumah joglo,4.0,4.0,0.0,0.0
irex house,Entertainment,irex house,irex house,irex house,2.0,2.0,0.0,0.0
Masjid Baiturrahman Lundong,Entertainment,masjid baiturrahman lundong,masjid baiturrahman lundong,masjid baiturrahman lundong,3.0,3.0,0.0,0.0
TBM RUANG LIDRUNG,Entertainment,tbm ruang lidrung,tbm ruang lidrung,tbm ruang lidrung,3.0,3.0,0.0,0.0
Roemah Martha Tilaar,Entertainment,roemah martha tilaar,roemah martha tilaar,roemah martha tilaar,3.0,3.0,0.0,0.0
Tono Keris Gallery,Entertainment,tono keris gallery,tono keris gallery,tono keris gallery,3.0,3.0,0.0,0.0
Villa Kajoran,Entertainment,villa kajoran,villa kajoran,villa kajoran,2.0,2.0,0.0,0.0
Boni Adbrahim,Entertainment,boni adbrahim,boni adbrahim,bon adbrahim,2.0,2.0,0.0,0.0
Galeri sibuluk,Entertainment,galeri sibuluk,galeri sibuluk,galeri sibuluk,2.0,2.0,0.0,0.0
Cagar Budaya TROPONG ROMAKAMAL,Entertainment,cagar budaya tropong romakamal,cagar budaya tropong romakamal,cagar budaya tropong romakamal,4.0,4.0,0.0,0.0
Waduk Sempor Gombong,Entertainment,waduk sempor gombong,waduk sempor gombong,waduk sempor gombong,3.0,3.0,0.0,0.0
Pesanggarahan Keluarga Besar Soeroredjo,Entertainment,pesanggarahan keluarga besar soeroredjo,pesanggarahan keluarga soeroredjo,pesanggarahan keluarga soeroredjo,4.0,3.0,1.0,25.0
watu jali,Entertainment,watu jali,watu jali,watu jali,2.0,2.0,0.0,0.0
Museum Batik Gumelem,Entertainment,museum batik gumelem,museum batik gumelem,museum batik gumelem,3.0,3.0,0.0,0.0
Tugu jago palamarta,Entertainment,tugu jago palamarta,tugu palamarta,tugu palamarta,3.0,2.0,1.0,33.3
Pendapa Kawedanan Purwareja-Klampok,Entertainment,pendapa kawedanan purwarejaklampok,pendapa kawedanan purwarejaklampok,pendapa kawedanan purwarejaklampok,3.0,3.0,0.0,0.0
Pepunden Danyang Ronggeng,Entertainment,pepunden danyang ronggeng,pepunden danyang ronggeng,pepunden danyang ronggeng,3.0,3.0,0.0,0.0
Monumen KI Jaya Diwangsa,Entertainment,monumen ki jaya diwangsa,monumen ki diwangsa,monumen ki wangsa,4.0,3.0,1.0,25.0
Bukit Pangonan Indah,Entertainment,bukit pangonan indah,bukit pangonan,bukit pangonan,3.0,2.0,1.0,33.3
Museum Bank Rakyat Indonesia,Entertainment,museum bank rakyat indonesia,museum bank rakyat indonesia,museum bank rakyat indonesia,4.0,4.0,0.0,0.0
General Sudirman Museum,Entertainment,general sudirman museum,general sudirman museum,general sudirman museum,3.0,3.0,0.0,0.0
Museum Prof Dr R Soegarda Poerbakawatja,Entertainment,museum prof dr r soegarda poerbakawatja,museum prof dr soegarda poerbakawatja,museum prof dr soegarda poerbakawatja,6.0,5.0,1.0,16.7
Monumen Panglima Besar Jenderal Soedirman,Entertainment,monumen panglima besar jenderal soedirman,monumen panglima jenderal soedirman,monumen panglima jenderal soedirman,5.0,4.0,1.0,20.0
Aquarium Purbasari Pancuran Mas PURBALINGGA,Entertainment,aquarium purbasari pancuran mas purbalingga,aquarium purbasari pancuran mas purbalingga,aquarium purbasari pancur mas purbalingga,5.0,5.0,0.0,0.0
Museum Prasejarah Sokaraja Kidul,Entertainment,museum prasejarah sokaraja kidul,museum prasejarah sokaraja kidul,museum prasejarah sokaraja kidul,4.0,4.0,0.0,0.0
Stupa Banyumudal,Entertainment,stupa banyumudal,stupa banyumudal,stupa banyumudal,2.0,2.0,0.0,0.0
TYANDA HOUSE,Entertainment,tyanda house,tyanda house,tyanda house,2.0,2.0,0.0,0.0
Watu Atap Cendana,Entertainment,watu atap cendana,watu atap cendana,watu atap cendana,3.0,3.0,0.0,0.0
Astana Panjang Mbah kuning,Entertainment,astana panjang mbah kuning,astana mbah,astana mbah,4.0,2.0,2.0,50.0
Ndaleme Kayim Abdul Jamil,Entertainment,ndaleme kayim abdul jamil,ndaleme kayim abdul,ndaleme kayim abdul,4.0,3.0,1.0,25.0
TAMAN KERETA API PURWOKERTO,Entertainment,taman kereta api purwokerto,kereta api purwokerto,kereta api purwokerto,4.0,3.0,1.0,25.0
Museum Purbakala Bumiayu,Entertainment,museum purbakala bumiayu,museum purbakala bumiayu,museum purbakala bumiayu,3.0,3.0,0.0,0.0
Candi Pancurawis,Entertainment,candi pancurawis,candi pancurawis,candi pancurawis,2.0,2.0,0.0,0.0
PRANCIS (Prapatan Cipanas),Entertainment,prancis prapatan cipanas,prancis prapatan cipanas,prancis prapatan cipanas,3.0,3.0,0.0,0.0
LASKAR BENDAWIKUN,Entertainment,laskar bendawikun,laskar bendawikun,laskar bendawikun,2.0,2.0,0.0,0.0
Visae action figure,Entertainment,visae action figure,visae action figure,visae action figure,3.0,3.0,0.0,0.0
Museum Galuh Cisaga,Entertainment,museum galuh cisaga,museum galuh cisaga,museum galuh cisaga,3.0,3.0,0.0,0.0
Kebon jati gandok mulyajaya,Entertainment,kebon jati gandok mulyajaya,kebon jati gandok mulyajaya,kebon jati gandok mulyajaya,4.0,4.0,0.0,0.0
Batandos,Entertainment,batandos,batandos,batandos,1.0,1.0,0.0,0.0
Padepokan Tapakkaruhun Nusantara,Entertainment,padepokan tapakkaruhun nusantara,padepokan tapakkaruhun nusantara,padepokan tapakkaruhun nusantara,3.0,3.0,0.0,0.0
Lapak mancing VIP Pengpreng ,Entertainment, Madura, Ci Baganjing,lapak mancing vip pengpreng madura ci baganjing,8.0,6.0,2.0,25.0
Museum Ki Sunda Desa Mekarmukti,Entertainment,museum ki sunda desa mekarmukti,museum ki sunda desa mekarmukti,museum ki sunda desa mekarmukti,5.0,5.0,0.0,0.0
Wisata Alam Ciung Wanara,Entertainment,wisata alam ciung wanara,wisata alam ciung wanara,wisata alam ciung wanara,4.0,4.0,0.0,0.0
Monumen Perjuangan Rakyat Sukadana,Entertainment,monumen perjuangan rakyat sukadana,monumen perjuangan rakyat sukadana,monumen juang rakyat sukadana,4.0,4.0,0.0,0.0
Situs Gunung Susuru,Entertainment,situs gunung susuru,situs gunung susuru,situs gunung susuru,3.0,3.0,0.0,0.0
Kabuyutan Galuh Bojongloa,Entertainment,kabuyutan galuh bojongloa,kabuyutan galuh bojongloa,kabuyutan galuh bojongloa,3.0,3.0,0.0,0.0
TPU Pasgar City,Entertainment,tpu pasgar city,tpu pasgar city,tpu pasgar city,3.0,3.0,0.0,0.0
Aki Mandung,Entertainment,aki mandung,aki mandung,aki mandung,2.0,2.0,0.0,0.0
saung Kadu Haji Acan,Entertainment,saung kadu haji acan,saung kadu haji acan,saung kadu haji acan,4.0,4.0,0.0,0.0
Gapura Kabupaten Ciamis Jalan Cimaragas,Entertainment,gapura kabupaten ciamis jalan cimaragas,gapura kabupaten ciamis jalan cimaragas,gapura kabupaten ciamis jalan cimaragas,5.0,5.0,0.0,0.0
MUSEUM GALUNGGUNG,Entertainment,museum galunggung,museum galunggung,museum galunggung,2.0,2.0,0.0,0.0
House Of Tamara,Entertainment,house of tamara,house of tamara,house of tamara,3.0,3.0,0.0,0.0
Wisata Alam Batu Mahpar Galunggung,Entertainment,wisata alam batu mahpar galunggung,wisata alam batu mahpar galunggung,wisata alam batu mahpar galunggung,5.0,5.0,0.0,0.0
Si Tardjo,Entertainment,si tardjo,si tardjo,si tardjo,2.0,2.0,0.0,0.0
batas desa,Entertainment,batas desa,batas desa,batas desa,2.0,2.0,0.0,0.0
MESJID JAMI NURUL HUDA,Entertainment,mesjid jami nurul huda,mesjid jami nurul huda,mesjid jam nurul huda,4.0,4.0,0.0,0.0
Tangga Seribu Kawah Galunggung,Entertainment,tangga seribu kawah galunggung,tangga seribu kawah galunggung,tangga ribu kawah galunggung,4.0,4.0,0.0,0.0
Patung bangkong,Entertainment,patung bangkong,patung bangkong,patung bangkong,2.0,2.0,0.0,0.0
Los Jaelani,Entertainment,los jaelani,jaelani,jaelani,2.0,1.0,1.0,50.0
Keraton Bubi Anduk,Entertainment,keraton bubi anduk,keraton bubi anduk,keraton bubi anduk,3.0,3.0,0.0,0.0
Cibiru empire,Entertainment,cibiru empire,cibiru empire,cibiru empire,2.0,2.0,0.0,0.0
Peristiwa gedoran,Entertainment,peristiwa gedoran,peristiwa gedoran,peristiwa gedor,2.0,2.0,0.0,0.0
keluarga bapak Ane jaelani,Entertainment,keluarga bapak ane jaelani,keluarga ane jaelani,keluarga ane jaelani,4.0,3.0,1.0,25.0
Saung Bumi Kang Haji Ateng,Entertainment,saung bumi kang haji ateng,saung bumi kang haji ateng,saung bumi kang haji ateng,5.0,5.0,0.0,0.0
Museum RAA Adiwidjaya Garut,Entertainment,museum raa adiwidjaya garut,museum raa adiwidjaya garut,museum raa adiwidjaya garut,4.0,4.0,0.0,0.0
Situs pra sejarah unden Berundak Pasir Lulumpang,Entertainment,situs pra sejarah unden berundak pasir lulumpang,situs pra sejarah unden berundak lulumpang,situs pra sejarah unden undak lulumpang,7.0,6.0,1.0,14.3
Situ Sukarame,Entertainment,situ sukarame,situ sukarame,situ sukarame,2.0,2.0,0.0,0.0
Tugu Simpang Lima,Entertainment,tugu simpang lima,tugu simpang,tugu simpang,3.0,2.0,1.0,33.3
Pencak Silat Gadjah Putih Mega Paksi Pusaka,Entertainment,pencak silat gadjah putih mega paksi pusaka,pencak silat gadjah mega paksi pusaka,pencak silat gadjah mega paksi pusaka,7.0,6.0,1.0,14.3
CIKANANGA OFFICIAL,Entertainment,cikananga official,cikananga official,cikananga official,2.0,2.0,0.0,0.0
Studio Proklamasi,Entertainment,studio proklamasi,studio proklamasi,studio proklamasi,2.0,2.0,0.0,0.0
Nando perlanda,Entertainment,nando perlanda,nando perlanda,nando landa,2.0,2.0,0.0,0.0
Situ Cibalagung,Entertainment,situ cibalagung,situ cibalagung,situ cibalagung,2.0,2.0,0.0,0.0
PAGURON PENCAK SILAT GADJAH PUTIH SELURUH INDONESIA,Entertainment,paguron pencak silat gadjah putih seluruh indonesia,paguron pencak silat gadjah indonesia,paguron pencak silat gadjah indonesia,7.0,5.0,2.0,28.6
Paket wisata Candi Cangkuang dan tempat wisata garut lainnya!,Entertainment,paket wisata candi cangkuang dan tempat wisata garut lainnya,wisata candi cangkuang wisata garut,wisata candi cangkuang wisata garut,9.0,5.0,4.0,44.4
Nolimits 2 stroke,Entertainment,nolimits stroke,nolimits stroke,nolimits stroke,3.0,2.0,1.0,33.3
batas desa salakaria,Entertainment,batas desa salakaria,batas desa salakaria,batas desa salakaria,3.0,3.0,0.0,0.0
Bapro Art,Entertainment,bapro art,bapro art,bapro art,2.0,2.0,0.0,0.0
Museum haji umam,Entertainment,museum haji umam,museum haji umam,museum haji umam,3.0,3.0,0.0,0.0
Mokim jadupatiya dokart art house museum,Entertainment,mokim jadupatiya dokart art house museum,mokim jadupatiya dokart art house museum,mokim jadupatiya dokart art house museum,6.0,6.0,0.0,0.0
Geothermal Information Center,Entertainment,geothermal information center,geothermal information center,geothermal information center,3.0,3.0,0.0,0.0
Padepokan seni Ulun Bentang,Entertainment,padepokan seni ulun bentang,padepokan seni ulun bentang,padepokan seni ulun bentang,4.0,4.0,0.0,0.0
Makom Karomah Eyang Mangkubumi,Entertainment,makom karomah eyang mangkubumi,makom karomah eyang mangkubumi,makom karomah eyang mangkubumi,4.0,4.0,0.0,0.0
Sophiyan,Entertainment,sophiyan,sophiyan,sophiyan,1.0,1.0,0.0,0.0
Dadang Vijay,Entertainment,dadang vijay,dadang vijay,dadang vijay,2.0,2.0,0.0,0.0
Markas sukses Prabowo Subianto beserta mayor teddy,Entertainment,markas sukses prabowo subianto beserta mayor teddy,markas prabowo subianto beserta mayor teddy,markas prabowo subianto serta mayor teddy,7.0,6.0,1.0,14.3
Taman Hutan Kamojang,Entertainment,taman hutan kamojang,hutan kamojang,hutan kamojang,3.0,2.0,1.0,33.3
Rumah Cubluk,Entertainment,rumah cubluk,rumah cubluk,rumah cubluk,2.0,2.0,0.0,0.0
Petilasan Dipati Ukur,Entertainment,petilasan dipati ukur,petilasan dipati ukur,tilas pati ukur,3.0,3.0,0.0,0.0
Museum Geologi,Entertainment,museum geologi,museum geologi,museum geologi,2.0,2.0,0.0,0.0
Museum Kota Bandung,Entertainment,museum kota bandung,museum kota bandung,museum kota bandung,3.0,3.0,0.0,0.0
Sri Baduga Museum,Entertainment,sri baduga museum,sri baduga museum,sri baduga museum,3.0,3.0,0.0,0.0
Asia-Africa Conference Museum,Entertainment,asiaafrica conference museum,asiaafrica conference museum,asiaafrica conference museum,3.0,3.0,0.0,0.0
Museum Pos Indonesia,Entertainment,museum pos indonesia,museum pos indonesia,museum pos indonesia,3.0,3.0,0.0,0.0
Mandala Wangsit Siliwangi Museum,Entertainment,mandala wangsit siliwangi museum,mandala wangsit siliwangi museum,mandala wangsit siliwangi museum,4.0,4.0,0.0,0.0
Gedung Sate,Entertainment,gedung sate,gedung sate,gedung sate,2.0,2.0,0.0,0.0
Museum Nike Ardilla,Entertainment,museum nike ardilla,museum nike ardilla,museum nike ardilla,3.0,3.0,0.0,0.0
Inggit Garnasih Historic House,Entertainment,inggit garnasih historic house,inggit garnasih historic house,inggit garnasih historic house,4.0,4.0,0.0,0.0
Gedung Indonesia Menggugat,Entertainment,gedung indonesia menggugat,gedung indonesia menggugat,gedung indonesia gugat,3.0,3.0,0.0,0.0
Museum Kavaleri TNI AD,Entertainment,museum kavaleri tni ad,museum kavaleri tni ad,museum kavaleri tni ad,4.0,4.0,0.0,0.0
Banceuy Bandung Prison Monument,Entertainment,banceuy bandung prison monument,banceuy bandung prison monument,banceuy bandung prison monument,4.0,4.0,0.0,0.0
Museum Gedung Sate,Entertainment,museum gedung sate,museum gedung sate,museum gedung sate,3.0,3.0,0.0,0.0
Museum Perbendaharaan,Entertainment,museum perbendaharaan,museum perbendaharaan,museum bendahara,2.0,2.0,0.0,0.0
Museum Mainan,Entertainment,museum mainan,museum mainan,museum main,2.0,2.0,0.0,0.0
Museum/Galeri Sejarah Kebudayaan Indonesia Tionghoa,Entertainment,museumgaleri sejarah kebudayaan indonesia tionghoa,museumgaleri sejarah kebudayaan indonesia tionghoa,museumgaleri sejarah budaya indonesia tionghoa,5.0,5.0,0.0,0.0
Hall Of Fame Jawa Barat - Panggung Inohong,Entertainment,hall of fame jawa barat panggung inohong,hall of fame jawa barat panggung inohong,hall of fame jawa barat panggung inohong,8.0,7.0,1.0,12.5
Taman Sejarah Bandung,Entertainment,taman sejarah bandung,sejarah bandung,sejarah bandung,3.0,2.0,1.0,33.3
Tugu Monumen KAA,Entertainment,tugu monumen kaa,tugu monumen kaa,tugu monumen kaa,3.0,3.0,0.0,0.0
Museum Srihadi Soedarsono,Entertainment,museum srihadi soedarsono,museum srihadi soedarsono,museum srihadi soedarsono,3.0,3.0,0.0,0.0
Museum Barli,Entertainment,museum barli,museum barli,museum barli,2.0,2.0,0.0,0.0
NuArt Sculpture Park,Entertainment,nuart sculpture park,nuart sculpture park,nuart sculpture park,3.0,3.0,0.0,0.0
Puspa Iptek Sundial,Entertainment,puspa iptek sundial,puspa iptek sundial,puspa iptek sundial,3.0,3.0,0.0,0.0
Bale Budaya Parahyangan,Entertainment,bale budaya parahyangan,bale budaya parahyangan,bale budaya parahyangan,3.0,3.0,0.0,0.0
Bale Seni Barli,Entertainment,bale seni barli,bale seni barli,bale seni barli,3.0,3.0,0.0,0.0
Nyoman Nuarta Galerry,Entertainment,nyoman nuarta galerry,nyoman nuarta galerry,nyoman nuarta galerry,3.0,3.0,0.0,0.0
Primari's Kingdom,Entertainment,primaris kingdom,primaris kingdom,primaris kingdom,2.0,2.0,0.0,0.0
Nay's garage 11,Entertainment,nays garage,nays garage,nays garage,3.0,2.0,1.0,33.3
Rumah Jendral Devin,Entertainment,rumah jendral devin,rumah jendral devin,rumah jendral devin,3.0,3.0,0.0,0.0
Gg. Cepot,Entertainment,gg cepot,gg cepot,gg cepot,2.0,2.0,0.0,0.0
Eyang Sakti Jaya Dipa Kusuma,Entertainment,eyang sakti jaya dipa kusuma,eyang dipa kusuma,eyang dipa kusuma,5.0,3.0,2.0,40.0
Galery Giri Maruta,Entertainment,galery giri maruta,galery giri maruta,galery giri maruta,3.0,3.0,0.0,0.0
BS MARWAH AQUATIC,Entertainment,bs marwah aquatic,bs marwah aquatic,bs marwah aquatic,3.0,3.0,0.0,0.0
Museum PETA,Entertainment,museum peta,museum peta,museum peta,2.0,2.0,0.0,0.0
Indonesian Museum of Ethnobotany,Entertainment,indonesian museum of ethnobotany,indonesian museum of ethnobotany,indonesian museum of ethnobotany,4.0,4.0,0.0,0.0
Museum of Zoology (Museum Zoologicum Bogoriense),Entertainment,museum of zoology museum zoologicum bogoriense,museum of zoology museum zoologicum bogoriense,museum of zoology museum zoologicum bogoriense,6.0,6.0,0.0,0.0
Museum Perjoangan Bogor,Entertainment,museum perjoangan bogor,museum perjoangan bogor,museum joang bogor,3.0,3.0,0.0,0.0
Museum Kepresidenan Balai Kirti,Entertainment,museum kepresidenan balai kirti,museum kepresidenan balai kirti,museum presiden balai kirti,4.0,4.0,0.0,0.0
Museum Tanah dan Pertanian,Entertainment,museum tanah dan pertanian,museum tanah pertanian,museum tanah tani,4.0,3.0,1.0,25.0
Museum Pajajaran Bogor,Entertainment,museum pajajaran bogor,museum pajajaran bogor,museum pajajaran bogor,3.0,3.0,0.0,0.0
Lulu Trick Eye Museum,Entertainment,lulu trick eye museum,lulu trick eye museum,lulu trick eye museum,4.0,4.0,0.0,0.0
Galeri Bumi Parawira,Entertainment,galeri bumi parawira,galeri bumi parawira,galeri bumi parawira,3.0,3.0,0.0,0.0
Museum Nasional Penanggulangan Terorisme BNPT Adhi Pradana,Entertainment,museum nasional penanggulangan terorisme bnpt adhi pradana,museum nasional penanggulangan terorisme bnpt adhi pradana,museum nasional tanggulang terorisme bnpt adhi pradana,7.0,7.0,0.0,0.0
Museum Pembela Tanah Air,Entertainment,museum pembela tanah air,museum pembela tanah air,museum bela tanah air,4.0,4.0,0.0,0.0
MONUMEN PERJUANGAN MASYARAKAT CIBINONG,Entertainment,monumen perjuangan masyarakat cibinong,monumen perjuangan masyarakat cibinong,monumen juang masyarakat cibinong,4.0,4.0,0.0,0.0
Museum Layang-layang Indonesia,Entertainment,museum layanglayang indonesia,museum layanglayang indonesia,museum layanglayang indonesia,3.0,3.0,0.0,0.0
Indonesia Museum,Entertainment,indonesia museum,indonesia museum,indonesia museum,2.0,2.0,0.0,0.0
Museum Keprajuritan Indonesia,Entertainment,museum keprajuritan indonesia,museum keprajuritan indonesia,museum prajurit indonesia,3.0,3.0,0.0,0.0
Museum Betawi,Entertainment,museum betawi,museum betawi,museum betawi,2.0,2.0,0.0,0.0
Museum Pengkhianatan PKI (Komunis),Entertainment,museum pengkhianatan pki komunis,museum pengkhianatan pki komunis,museum khianat pki komunis,4.0,4.0,0.0,0.0
National Museum of Indonesia,Entertainment,national museum of indonesia,national museum of indonesia,national museum of indonesia,4.0,4.0,0.0,0.0
Satriamandala Museum,Entertainment,satriamandala museum,satriamandala museum,satriamandala museum,2.0,2.0,0.0,0.0
Museum MACAN,Entertainment,museum macan,museum macan,museum macan,2.0,2.0,0.0,0.0
MOJA Museum,Entertainment,moja museum,moja museum,moja museum,2.0,2.0,0.0,0.0
Museum Taman Prasasti,Entertainment,museum taman prasasti,museum prasasti,museum prasasti,3.0,2.0,1.0,33.3
Kebangkitan Nasional Museum,Entertainment,kebangkitan nasional museum,kebangkitan nasional museum,bangkit nasional museum,3.0,3.0,0.0,0.0
Museum Sumpah Pemuda,Entertainment,museum sumpah pemuda,museum sumpah pemuda,museum sumpah pemuda,3.0,3.0,0.0,0.0
Jakarta History Museum,Entertainment,jakarta history museum,jakarta history museum,jakarta history museum,3.0,3.0,0.0,0.0
Museum Mandiri,Entertainment,museum mandiri,museum,museum,2.0,1.0,1.0,50.0
Wayang Museum,Entertainment,wayang museum,wayang museum,wayang museum,2.0,2.0,0.0,0.0
Lawang Sewu,Entertainment,lawang sewu,lawang sewu,lawang sewu,2.0,2.0,0.0,0.0
Museum Kota Lama,Entertainment,museum kota lama,museum kota,museum kota,3.0,2.0,1.0,33.3
Museum Ranggawarsita,Entertainment,museum ranggawarsita,museum ranggawarsita,museum ranggawarsita,2.0,2.0,0.0,0.0
Museum Mandala Bhakti,Entertainment,museum mandala bhakti,museum mandala bhakti,museum mandala bhakti,3.0,3.0,0.0,0.0
Museum Akpol Semarang,Entertainment,museum akpol semarang,museum akpol semarang,museum akpol semarang,3.0,3.0,0.0,0.0
revahouse,Entertainment,revahouse,revahouse,revahouse,1.0,1.0,0.0,0.0
Semarang Contemporary Art Gallery,Entertainment,semarang contemporary art gallery,semarang contemporary art gallery,semarang contemporary art gallery,4.0,4.0,0.0,0.0
Museum Perkembangan Islam Jawa Tengah,Entertainment,museum perkembangan islam jawa tengah,museum perkembangan islam jawa,museum kembang islam jawa,5.0,4.0,1.0,20.0
Tugu Muda Semarang,Entertainment,tugu muda semarang,tugu semarang,tugu semarang,3.0,2.0,1.0,33.3
Maerokoco Semarang,Entertainment,maerokoco semarang,maerokoco semarang,maerokoco semarang,2.0,2.0,0.0,0.0
Kampung Batik Gedong Semarang,Entertainment,kampung batik gedong semarang,batik gedong semarang,batik gedong semarang,4.0,3.0,1.0,25.0
Situs Yoni Don Bosco,Entertainment,situs yoni don bosco,situs yoni don bosco,situs yoni don bosco,4.0,4.0,0.0,0.0
Museum Polri,Entertainment,museum polri,museum polri,museum polri,2.0,2.0,0.0,0.0
Anjungan Kota Semarang,Entertainment,anjungan kota semarang,anjungan kota semarang,anjung kota semarang,3.0,3.0,0.0,0.0
Asmaul Husna Tower Great Mosque of Central Java,Entertainment,asmaul husna tower great mosque of central java,asmaul husna tower great mosque of central java,asmaul husna tower great mosque of central java,8.0,8.0,0.0,0.0
Museum Ambalingga,Entertainment,museum ambalingga,museum ambalingga,museum ambalingga,2.0,2.0,0.0,0.0
Museum Ronggowarsito,Entertainment,museum ronggowarsito,museum ronggowarsito,museum ronggowarsito,2.0,2.0,0.0,0.0
Anjungan Kabupaten Karanganyar,Entertainment,anjungan kabupaten karanganyar,anjungan kabupaten karanganyar,anjung kabupaten karanganyar,3.0,3.0,0.0,0.0
Museum Dekat Tunas Rimba,Entertainment,museum dekat tunas rimba,museum tunas rimba,museum tunas rimba,4.0,3.0,1.0,25.0
Anjungan Kabupaten Demak,Entertainment,anjungan kabupaten demak,anjungan kabupaten demak,anjung kabupaten demak,3.0,3.0,0.0,0.0
Antock Art House Gallery,Entertainment,antock art house gallery,antock art house gallery,antock art house gallery,4.0,4.0,0.0,0.0
Anjungan Kabupaten Batang,Entertainment,anjungan kabupaten batang,anjungan kabupaten batang,anjung kabupaten batang,3.0,3.0,0.0,0.0
Anjungan Kabupaten Boyolali,Entertainment,anjungan kabupaten boyolali,anjungan kabupaten boyolali,anjung kabupaten boyolali,3.0,3.0,0.0,0.0
Kwik Hway Gwan Memorial Building,Entertainment,kwik hway gwan memorial building,kwik hway gwan memorial building,kwik hway gwan memorial building,5.0,5.0,0.0,0.0
Perkutut,Entertainment,perkutut,perkutut,perkutut,1.0,1.0,0.0,0.0
Kantor museum,Entertainment,kantor museum,kantor museum,kantor museum,2.0,2.0,0.0,0.0
Cagar Budaya Layur 35,Entertainment,cagar budaya layur,cagar budaya layur,cagar budaya layur,4.0,3.0,1.0,25.0
Gedung Juang 45,Entertainment,gedung juang,gedung juang,gedung juang,3.0,2.0,1.0,33.3
WATU BALE,Entertainment,watu bale,watu bale,watu bale,2.0,2.0,0.0,0.0
voormalig SJS-hoofdkwartier,Entertainment,voormalig sjshoofdkwartier,voormalig sjshoofdkwartier,voormalig sjshoofdkwartier,2.0,2.0,0.0,0.0
Museum Mandala parking lot,Entertainment,museum mandala parking lot,museum mandala parking lot,museum mandala parking lot,4.0,4.0,0.0,0.0
